k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd.F_des.1,Bus_Cmd.q_des.1,Bus_Cmd.q_des.2,Bus_Cmd.q_des.3,Bus_Cmd.q_des.4,Bus_Cmd.q_ref.1,Bus_Cmd.q_ref.2,Bus_Cmd.q_ref.3,Bus_Cmd.q_ref.4,Bus_Cmd.Omega_ref.1,Bus_Cmd.Omega_ref.2,Bus_Cmd.Omega_ref.3,Bus_Cmd.tau_ref.1,Bus_Cmd.tau_ref.2,Bus_Cmd.tau_ref.3,Bus_Cmd.q_ext.1,Bus_Cmd.q_ext.2,Bus_Cmd.q_ext.3,Bus_Cmd.q_ext.4,Bus_Cmd.estop.1,Bus_Cmd.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
2956,2.956,0.14076825535612761,-0.17298907055225041,0.16411162558986384,0.31637786743199553,-0.50523008969951666,0.98496530386894687,9.5303201391644023,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99996840495275519,0.0013837706089756311,-0.0055350824359025243,0.0055350824359025243,0,0,944,0,1132.224873209937,1090.4797058319275,1184.9546100967716,1090.1745142159007,0,23.702228706212935,22.627832106424293,25.109187657405716,22.62010743831857
2957,2.9569999999999999,0.14204166660122119,-0.1744789574433406,0.1550578930444782,0.40762333291658137,-0.6360108054440079,0.58143383096797008,9.5303201391644023,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99996840495275519,0.0013837706089756311,-0.0055350824359025243,0.0055350824359025243,0,0,944,0,1124.5287297422715,1097.777171181523,1178.1972906603937,1098.111385279037,0,23.501509095216019,22.813102134346753,24.92581429120721,22.821613190205145
2958,2.9579999999999997,0.1468384692146544,-0.16516193245681038,0.15541637031504224,0.6543126162202022,-0.28199234011133584,0.60164374732384962,9.5303201391644023,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99996840495275519,0.0013837706089756311,-0.0055350824359025243,0.0055350824359025243,0,0,944,0,1127.0334313977633,1095.8868030965514,1178.8642075305447,1096.7150912137554,0,23.566702526613625,22.765004983639226,24.943872517211322,22.786070402743597
2959,2.9590000000000001,0.14172518583589006,-0.16924294982020438,0.15547734136602206,0.45211098919312892,-0.53173966750226842,0.60902367089430576,9.5303201391644023,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99996840495275519,0.0013837706089756311,-0.0055350824359025243,0.0055350824359025243,0,0,944,0,1127.3938901467111,1094.4080285777168,1181.0649610016396,1095.4527343161401,0,23.576095074823339,22.727430774350577,25.003524731242678,22.753971110062956
2960,2.96,0.13960570102800454,-0.16301238640992988,0.15737959908817425,0.3809702590874483,-0.31928763748535616,0.69977317234944403,9.5303201391644023,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99996840495275519,0.0013837706089756311,-0.0055350824359025243,0.0055350824359025243,0,0,944,0,1130.7436792286137,1091.5854607125652,1183.7456961399653,1091.9171637526333,0,23.663505982517151,22.655835628931225,25.07631552426956,22.664240948944634
2961,2.9609999999999999,0.14363907190077763,-0.16299513437765578,0.15744065983871516,0.58267935700299689,-0.38782671726918305,0.70832819836716476,9.5303201391644023,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99996840495275519,0.0013837706089756311,-0.0055350824359025243,0.0055350824359025243,0,0,944,0,1132.1544832009497,1089.5459187990593,1184.7986267094002,1091.3501651284223,0,23.700387510884209,22.604203117143534,25.104944631126521,22.649874622375798
2962,2.9619999999999997,0.14364955068317278,-0.16396358060758212,0.16430570415619417,0.59944624113839029,-0.50241028867814064,1.0234432805376628,9.5303201391644023,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99996840495275519,0.0013837706089756311,-0.0055350824359025243,0.0055350824359025243,0,0,944,0,1139.833662906075,1080.9772565321334,1192.4075954537589,1083.5629053509438,0,23.901837259730694,22.388208328597507,25.312477551578393,22.453228175101998
2963,2.9630000000000001,0.14283559103866775,-0.16301093634581157,0.15982013507787846,0.57489460830809391,-0.53242947319733436,0.82879995908654203,9.5303201391644023,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99996840495275519,0.0013837706089756311,-0.0055350824359025243,0.0055350824359025243,0,0,944,0,1136.5686906478552,1084.1355478247337,1189.5678422474093,1086.9531387574343,0,23.81604224717309,22.467646571411493,25.234891365116084,22.538687397571898
2964,2.964,0.13690018438840276,-0.16102808671520694,0.1555469070479483,0.31564928713157198,-0.51802217996115008,0.64435194965262466,9.5303201391644023,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99996840495275519,0.0013837706089756311,-0.0055350824359025243,0.0055350824359025243,0,0,944,0,1133.1543522847237,1087.8444284858192,1187.1647408645745,1089.4368467885179,0,23.726550454991255,22.561193506359807,25.169358410103762,22.601444266559533
2965,2.9649999999999999,0.14396603234218655,-0.15401322771153186,0.15663356009412666,0.63649418139540503,-0.27930608887113156,0.70157998164909152,9.4936979277932068,0.99992340422261294,-0.01107016487180505,-0.0055350824359025252,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0027675412179512626,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1154.2268934979138,1079.5768383883994,1164.1477492795998,1091.4453625839801,0,24.28258971222791,22.353049879052406,24.547429256964598,22.652286230299698
2966,2.9659999999999997,0.14201025101830927,-0.15741697496794888,0.16284599911586872,0.54709694899960937,-0.51106601962008602,0.98997483843735168,9.4936979277932068,0.99992340422261294,-0.01107016487180505,-0.0055350824359025252,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0027675412179512626,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1160.2859323811324,1072.5463198105538,1170.6575732759566,1084.970334354033,0,24.44410526104576,22.177150791157203,24.722269032785693,22.488677415058717
2967,2.9670000000000001,0.13734601257937623,-0.15593708808613047,0.16159222184879271,0.33138846672763611,-0.52520894642430782,0.94334425382044651,9.4936979277932068,0.99992340422261294,-0.01107016487180505,-0.0055350824359025252,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0027675412179512626,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1159.5624434368856,1073.8488782314023,1169.9984697019349,1085.1663193742882,0,24.424780964454449,22.209663515642305,24.704528860153342,22.493616944087641
2968,2.968,0.13812511607516512,-0.15352163079031392,0.1575137961507605,0.35611887901365324,-0.49916845970730511,0.77041592034750028,9.4936979277932068,0.99992340422261294,-0.01107016487180505,-0.0055350824359025252,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0027675412179512626,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1156.5278624890161,1077.6720331921038,1166.2516719069208,1088.6423486406666,0,24.343840756839185,22.305292866221819,24.603844482109665,22.581355671015068
2969,2.9689999999999999,0.14581216874171371,-0.15114801530381641,0.15661510787174687,0.68746553674628208,-0.47673036296263521,0.74119730623094604,9.4936979277932068,0.99992340422261294,-0.01107016487180505,-0.0055350824359025252,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0027675412179512626,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1156.8050331693589,1077.5122655918453,1164.9889419480719,1089.8573444213921,0,24.35122604298099,22.301290571415052,24.569974752109914,22.612081603411887
2970,2.9699999999999998,0.13695349144361108,-0.14881389461831729,0.1556717630739721,0.27121976880008092,-0.4575755760113619,0.71071481099099287,9.4936979277932068,0.99992340422261294,-0.01107016487180505,-0.0055350824359025252,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0027675412179512626,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1155.979112887678,1079.0403908539536,1164.844849233815,1089.3757092959183,0,24.32922367606357,22.339592628148324,24.566111811641328,22.599897970333942
2971,2.9710000000000001,0.14295189553953397,-0.14557537034071227,0.16161059696478278,0.51988733786801899,-0.39901552746186453,0.99044767594951488,9.4936979277932068,0.99992340422261294,-0.01107016487180505,-0.0055350824359025252,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0027675412179512626,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1162.8616781777259,1072.2001389122379,1169.8688056077385,1083.404536876948,0,24.512987272961148,22.168515739922828,24.701039881464474,22.449241844493216
2972,2.972,0.14337561713967051,-0.14677606271154647,0.1525337656892842,0.51522112271600407,-0.54106649650093153,0.59574781248765107,9.4936979277932068,0.99992340422261294,-0.01107016487180505,-0.0055350824359025252,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0027675412179512626,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1154.5383361551333,1080.8412065687503,1161.8232531464619,1092.3410997928654,0,24.290874061941956,22.384790942455524,24.485201331794272,22.674986705479792
2973,2.9729999999999999,0.14332878353477033,-0.1424509978407123,0.15590058597626036,0.48721937354492589,-0.43537620327893212,0.76134436039645592,9.4936979277932068,0.99992340422261294,-0.01107016487180505,-0.0055350824359025252,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0027675412179512626,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1158.4551958355585,1077.3233381851321,1164.8879053536457,1088.39835791929,0,24.395226614233266,22.296558476734727,24.56726604785748,22.575189037983009
2974,2.9739999999999998,0.14187922850622459,-0.14239957603914222,0.15919353416003884,0.39444427663410103,-0.52231523896380949,0.92437500326618838,9.4936979277932068,0.99992340422261294,-0.01107016487180505,-0.0055350824359025252,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0027675412179512626,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1161.9919764298534,1073.7184884411693,1168.2754081305914,1084.5527457744618,0,24.489714538442279,22.206407332410102,24.658192119374164,22.478155293589218
2975,2.9750000000000001,0.14779891135610737,-0.14162834201739533,0.15441563223628293,0.63178926345760578,-0.57709359332691534,0.72524297461442666,9.5522934659871215,0.99995212832669489,-0.0096863942628294189,-0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99998180903411094,0.0013837706089756313,0.0041513118269268946,-0.0041513118269268946,0,0,944,0,1149.1804173568473,1081.7698485777639,1170.8490987071755,1101.6454665585366,0,24.14862259439856,22.408124665848369,24.727425663166198,22.911750499875247
2976,2.976,0.14725749252839695,-0.13779087918338559,0.15162828207811455,0.57778321550808376,-0.49397160798099043,0.61635729485854662,9.5522934659871215,0.99995212832669489,-0.0096863942628294189,-0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99998180903411094,0.0013837706089756313,0.0041513118269268946,-0.0041513118269268946,0,0,944,0,1143.3812162747959,1088.7645475578115,1164.4439053877168,1107.5619749329614,0,23.995299241874125,22.584444588477453,24.555365183495748,23.063219066373527
2977,2.9769999999999999,0.13943902498012881,-0.13706285007892904,0.1564965496647801,0.1961056828071342,-0.55046194710907637,0.85243924675674676,9.5522934659871215,0.99995212832669489,-0.0096863942628294189,-0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99998180903411094,0.0013837706089756313,0.0041513118269268946,-0.0041513118269268946,0,0,944,0,1144.5332070128013,1088.5590463248777,1165.8949732461404,1105.0447207825773,0,24.025703019279938,22.579250147861408,24.594273693650354,22.998688124823438
2978,2.9779999999999998,0.14319146873245159,-0.13143090129322335,0.1528851408450394,0.33457883990442161,-0.38612602673818364,0.7079335744612536,9.5522934659871215,0.99995212832669489,-0.0096863942628294189,-0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99998180903411094,0.0013837706089756313,0.0041513118269268946,-0.0041513118269268946,0,0,944,0,1138.8078729482204,1096.0099290756702,1158.2355000507416,1111.6300522933427,0,23.874859193273515,22.768135499686068,24.389365444583831,23.167777154930626
2979,2.9790000000000001,0.14735307000924408,-0.13094546236591029,0.1518732983278166,0.49155682329370376,-0.45283558607168395,0.68099691902392889,9.5522934659871215,0.99995212832669489,-0.0096863942628294189,-0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99998180903411094,0.0013837706089756313,0.0041513118269268946,-0.0041513118269268946,0,0,944,0,1135.1039852187862,1100.2590826295645,1153.5233108331749,1116.1114854963396,0,23.777622877148339,22.876360329458855,24.263881563630065,23.283346509093349
2980,2.98,0.15122432798898602,-0.12913909376404914,0.15499789167203787,0.63578212508070009,-0.45976495377849069,0.84069624668668719,9.5522934659871215,0.99995212832669489,-0.0096863942628294189,-0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99998180903411094,0.0013837706089756313,0.0041513118269268946,-0.0041513118269268946,0,0,944,0,1135.566165100206,1100.3414878662836,1152.6927987319611,1116.4181068811542,0,23.789741264329159,22.878462794340408,24.241811041009246,23.29126862662477
2981,2.9809999999999999,0.14614177238073725,-0.1290093894461167,0.15605786188962206,0.37784599572759381,-0.54171698578550576,0.90814656648500502,9.5522934659871215,0.99995212832669489,-0.0096863942628294189,-0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99998180903411094,0.0013837706089756313,0.0041513118269268946,-0.0041513118269268946,0,0,944,0,1133.4449535037722,1103.1534368547498,1150.7718611152341,1117.7795572735097,0,23.734158191512435,22.950288678671797,24.190815441490567,23.326467060353888
2982,2.9819999999999998,0.14383493708656322,-0.11980293136293554,0.14892283282187069,0.24528912647140252,-0.21518634846922902,0.60763207016307641,9.5522934659871215,0.99995212832669489,-0.0096863942628294189,-0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99998180903411094,0.0013837706089756313,0.0041513118269268946,-0.0041513118269268946,0,0,944,0,1124.4416002207504,1114.3483194067792,1140.0163544527213,1126.7535689623573,0,23.499243520932847,23.23782874742794,23.906644216340304,23.559411893051795
2983,2.9830000000000001,0.1479363076187408,-0.12474821225426649,0.1510828130098236,0.40153112550424347,-0.52469586026389714,0.72553704320991153,9.5522934659871215,0.99995212832669489,-0.0096863942628294189,-0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99998180903411094,0.0013837706089756313,0.0041513118269268946,-0.0041513118269268946,0,0,944,0,1123.6830719003576,1114.7987897827152,1139.0048891664746,1128.0868129444796,0,23.479526434770207,23.249452088915511,23.880039047700251,23.594158037172257
2984,2.984,0.14518801135469206,-0.12772014806617843,0.15434916996353176,0.25047668884629465,-0.74520445389797385,0.89357875988262769,9.5522934659871215,0.99995212832669489,-0.0096863942628294189,-0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99998180903411094,0.0013837706089756313,0.0041513118269268946,-0.0041513118269268946,0,0,944,0,1123.8271083817094,1114.9412648445582,1139.5097011442681,1127.2924333428837,0,23.483269610221612,23.253129179548459,23.893314859333916,23.573451129990644
2985,2.9849999999999999,0.14465817125245101,-0.11942351245608168,0.15154332825332709,0.19991170407001976,-0.45877430745594833,0.78888455594708218,9.475386822107609,0.99991861679171046,-0.0083026236538537874,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1128.8475328119439,1128.2607653174209,1121.6231420238314,1108.684871580456,0,23.613999420603349,23.598694104191615,23.426039286762226,23.09204640601321
2986,2.9859999999999998,0.15119341800094638,-0.12045073347348537,0.15184954342053045,0.46778055523553774,-0.59136096336650268,0.82434255448354221,9.475386822107609,0.99991861679171046,-0.0083026236538537874,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1128.8137487488725,1128.3237232915678,1120.5728606585324,1109.716758517043,0,23.613118005378904,23.600335976802416,23.398801061552426,23.118559812554928
2987,2.9870000000000001,0.14692301197379773,-0.11373298547116908,0.15076639895730642,0.25050511919280971,-0.37537548615373084,0.79745062926295518,9.475386822107609,0.99991861679171046,-0.0083026236538537874,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1127.4092982459908,1131.1864931302377,1118.2282681927377,1110.59473089328,0,23.576496625015842,23.675077817219091,23.33807605516315,23.141135480750279
2988,2.988,0.15117209251765243,-0.11045783275604915,0.15090243840337103,0.41702407352741933,-0.31368375941785864,0.82540948658257995,9.475386822107609,0.99991861679171046,-0.0083026236538537874,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1127.5176028228423,1131.7629432332867,1116.6898165763853,1111.4451283298729,0,23.579319283155069,23.690147791336521,23.298290322520103,23.163016962069747
2989,2.9889999999999999,0.15202100010309316,-0.1086507168709185,0.1441945612525356,0.43131147152741733,-0.31720751281270571,0.545562681850979,9.475386822107609,0.99991861679171046,-0.0083026236538537874,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1120.3797864659014,1139.0700205641167,1108.9777739044985,1118.8952781210382,0,23.393796250522982,23.881751621336811,23.09957007826798,23.355340356203591
2990,2.9899999999999998,0.1460682912857196,-0.10834148818329396,0.14747376159536851,0.14035822903626999,-0.38693140230078149,0.71463726810409256,9.475386822107609,0.99991861679171046,-0.0083026236538537874,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1122.6478418050665,1137.4504217079998,1111.5673426564003,1115.695356390604,0,23.452635475178354,23.839190842547261,23.166162846633902,23.272598095655106
2991,2.9910000000000001,0.15624951701693568,-0.10918213484945478,0.14995046781366528,0.57541299744690511,-0.50681093725817394,0.84738382744937057,9.475386822107609,0.99991861679171046,-0.0083026236538537874,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1125.0667993832972,1134.9700088645145,1112.391641389996,1114.9629303946508,0,23.515503564401989,23.77411080779698,23.187388771994456,23.253688374285804
2992,2.992,0.15275159260115476,-0.10909886052665552,0.14719426035322905,0.39584299544994067,-0.5831863830925923,0.74450047701961686,9.475386822107609,0.99991861679171046,-0.0083026236538537874,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1121.4247540285667,1138.8002054417552,1109.1602643220479,1117.9417897510939,0,23.420892547974439,23.874657618616439,23.104258518863752,23.330663850975675
2993,2.9929999999999999,0.15400468118155883,-0.10463067489616595,0.14848692856400397,0.43031105479313569,-0.46002757445307063,0.82327121711322337,9.475386822107609,0.99991861679171046,-0.0083026236538537874,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1122.5109519965224,1138.5940651697174,1109.0927833386543,1117.1283003484086,0,23.449081263126232,23.869238741346656,23.1025247570979,23.309625041426031
2994,2.9939999999999998,0.15561370534006497,-0.10202819582614073,0.1542071708779516,0.48113246371656043,-0.4180143522081699,1.1006538691033851,9.475386822107609,0.99991861679171046,-0.0083026236538537874,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1127.939845271015,1133.8537622046554,1113.4188879014541,1112.1670088317157,0,23.59032610986057,23.74486338145616,23.213859874074107,23.181603059111964
2995,2.9950000000000001,0.15680545906763385,-0.10008341663469059,0.14435999714903994,0.51348980442274217,-0.40247382356377848,0.67749720176009165,9.3301187170018611,0.99982669367306565,-0.013837706089756313,-0.012453935480780682,0,1,0,0,0,0,0,0,0,0,0,0.99997223470861951,0.0069188530448781559,0,-0.0027675412179512622,0,0,944,0,1120.7295985488759,1132.5976386439766,1078.5545107932066,1120.3630575089599,0,23.402864526016046,23.711980807746187,22.327408989141311,23.393362642887475
2996,2.996,0.15598065966094735,-0.10026557623518458,0.14239300324479989,0.45544363277832633,-0.47914836124536658,0.60808520652629505,9.3301187170018611,0.99982669367306565,-0.013837706089756313,-0.012453935480780682,0,1,0,0,0,0,0,0,0,0,0,0.99997223470861951,0.0069188530448781559,0,-0.0027675412179512622,0,0,944,0,1116.7885313516026,1136.3884083316257,1074.3355336440679,1124.5058382727038,0,23.300841741727194,23.811311106691541,22.221819686984066,23.500913847910596
2997,2.9969999999999999,0.15656348909603227,-0.094242414635988814,0.14815284527787551,0.46100053503514893,-0.273068839471029,0.8854717565913921,9.3301187170018611,0.99982669367306565,-0.013837706089756313,-0.012453935480780682,0,1,0,0,0,0,0,0,0,0,0,0.99997223470861951,0.0069188530448781559,0,-0.0027675412179512622,0,0,944,0,1121.2961891357722,1132.9134726986285,1077.1055722568697,1120.8706273827345,0,23.417557638640833,23.720245678665595,22.291104965909732,23.406521152553797
2998,2.9979999999999998,0.15717708660711124,-0.096231979848949337,0.14960121293201786,0.46837178841765537,-0.42326620818337979,0.96829605049195433,9.3301187170018611,0.99982669367306565,-0.013837706089756313,-0.012453935480780682,0,1,0,0,0,0,0,0,0,0,0,0.99997223470861951,0.0069188530448781559,0,-0.0027675412179512622,0,0,944,0,1121.0195017821247,1132.9788942238783,1076.3249479854583,1121.8307206170323,0,23.410381635181935,23.721957905037328,22.271563778714686,23.43142530354854
2999,2.9990000000000001,0.15403191905109756,-0.093352728262828519,0.14784772793036957,0.30735639991918284,-0.35023127742656501,0.90640718962256839,9.3301187170018611,0.99982669367306565,-0.013837706089756313,-0.012453935480780682,0,1,0,0,0,0,0,0,0,0,0,0.99997223470861951,0.0069188530448781559,0,-0.0027675412179512622,0,0,944,0,1117.8505919192405,1136.808462864084,1072.1718595725386,1125.0909003079717,0,23.328304589713397,23.822335586024785,22.167810455662163,23.516130533302348
3000,3,0.15814124838704741,-0.091901275446278102,0.14429165408408026,0.47342305309551175,-0.33683748207329484,0.76268348559052523,9.3301187170018611,0.99982669367306565,-0.013837706089756313,-0.012453935480780682,0,1,0,0,0,0,0,0,0,0,0,0.99997223470861951,0.0069188530448781559,0,-0.0027675412179512622,0,0,944,0,1113.1895925339934,1141.5558530431149,1065.8206417012777,1130.9248351190806,0,23.207949316765465,23.947177790796992,22.009827654838453,23.668239563666013
3001,3.0009999999999999,0.15931856016213067,-0.098562117892253914,0.13822409030256888,0.50880827596298417,-0.68342918216882831,0.50521247419623172,9.3301187170018611,0.99982669367306565,-0.013837706089756313,-0.012453935480780682,0,1,0,0,0,0,0,0,0,0,0,0.99997223470861951,0.0069188530448781559,0,-0.0027675412179512622,0,0,944,0,1104.9096582426951,1148.4727455972379,1058.1371323923981,1139.2261699519461,0,22.99522936417187,24.129876775326942,21.819814034946379,23.885857779467038
3002,3.0019999999999998,0.15978442049988942,-0.090499507855164987,0.14390250188205053,0.51365738102807446,-0.36298604621026681,0.77505633842453592,9.3301187170018611,0.99982669367306565,-0.013837706089756313,-0.012453935480780682,0,1,0,0,0,0,0,0,0,0,0,0.99997223470861951,0.0069188530448781559,0,-0.0027675412179512622,0,0,944,0,1109.5793812182026,1145.1282933704758,1061.100613039057,1135.2910353801904,0,23.115028783520422,24.041419133512612,21.892957012016499,23.782526829647892
3003,3.0030000000000001,0.15114827335543538,-0.090851221573392649,0.14486076403315179,0.1109815895125853,-0.41575937079591663,0.83176692911789452,9.3301187170018611,0.99982669367306565,-0.013837706089756313,-0.012453935480780682,0,1,0,0,0,0,0,0,0,0,0,0.99997223470861951,0.0069188530448781559,0,-0.0027675412179512622,0,0,944,0,1108.6027575162086,1146.5562450115299,1060.5913190630026,1135.279795684462,0,23.089937484348649,24.07915985533382,21.880374020359305,23.782232135253299
3004,3.004,0.15600873601732224,-0.08774692972401868,0.14218322351866483,0.31723405054081227,-0.3078747271269614,0.72406475841272777,9.3301187170018611,0.99982669367306565,-0.013837706089756313,-0.012453935480780682,0,1,0,0,0,0,0,0,0,0,0,0.99997223470861951,0.0069188530448781559,0,-0.0027675412179512622,0,0,944,0,1105.2142383973035,1150.4351437650951,1055.0116539868632,1139.8492596368135,0,23.003029754321673,24.181884083801144,21.742868989114871,23.90224761287589
3005,3.0049999999999999,0.15650106786406345,-0.09539121086397892,0.1414956601005142,0.3293843805100175,-0.67797076384693122,0.70488031950248775,9.2593157750175479,0.99986116583291285,0.0013837706089756311,-0.016605247307707575,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0041513118269268946,-0.0013837706089756313,0.0027675412179512626,0,0,944,0,1085.5121459162676,1172.2439349755577,1072.9240553266368,1102.736480137655,0,22.502334932558931,24.765002054036653,22.186575738070857,22.939628183930918
3006,3.0060000000000002,0.16159652113762363,-0.093622880332235314,0.14392837928571622,0.55104227176136522,-0.61942348022399107,0.82500019337097885,9.2593157750175479,0.99986116583291285,0.0013837706089756311,-0.016605247307707575,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0041513118269268946,-0.0013837706089756313,0.0027675412179512626,0,0,944,0,1089.5063345118006,1168.6674172226694,1075.9320523059314,1099.6585237905279,0,22.603201850261236,24.668728915579383,22.261733234636743,22.861041997518136
3007,3.0069999999999997,0.15894142380457174,-0.094574063711235584,0.14299230126399429,0.42676974021288455,-0.67769070415061283,0.79259497156370473,9.2593157750175479,0.99986116583291285,0.0013837706089756311,-0.016605247307707575,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0041513118269268946,-0.0013837706089756313,0.0027675412179512626,0,0,944,0,1089.2770215437192,1168.7475556990607,1076.3643223653012,1099.3774611420142,0,22.597402109561699,24.670883327950673,22.272549129536245,22.853875505460131
3008,3.008,0.15526416324406447,-0.090258786779185057,0.14107998451796719,0.25894197796013696,-0.49358371752917302,0.71520486448982945,9.2593157750175479,0.99986116583291285,0.0013837706089756311,-0.016605247307707575,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0041513118269268946,-0.0013837706089756313,0.0027675412179512626,0,0,944,0,1088.4815224841473,1170.2885038908141,1075.2863435591869,1099.5809689924465,0,22.577290806751698,24.712334250272296,22.245583989254285,22.859064356991396
3009,3.0089999999999999,0.15995573175524769,-0.086189646642664125,0.14213925541042366,0.4694608885108012,-0.31487489099344634,0.77030959844937519,9.2593157750175479,0.99986116583291285,0.0013837706089756311,-0.016605247307707575,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0041513118269268946,-0.0013837706089756313,0.0027675412179512626,0,0,944,0,1091.256473043263,1168.1632579918351,1076.4477956317417,1097.952772728547,0,22.647501329791901,24.655178198712697,22.274638167837082,22.817573699175902
3010,3.0099999999999998,0.15742291622389107,-0.089542607689099635,0.14072718275455628,0.35665866638151367,-0.46412962085727166,0.71313362344573583,9.2593157750175479,0.99986116583291285,0.0013837706089756311,-0.016605247307707575,0,1,0,0,0,0,0,0,0,0,0,0.99998659616248076,0.0041513118269268946,-0.0013837706089756313,0.0027675412179512626,0,0,944,0,1090.3245139938047,1168.5368503606812,1076.3888057361557,1098.538782912495,0,22.623903827373283,24.665219077248523,22.273161846238509,22.832500553505898
